112,49,92,116
112,48,92,116
112,48,92,116
112,47,92,116
111,47,92,116
112,46,92,116
113,46,92,116
114,46,92,116
115,45,92,116
115,46,92,116
116,45,92,116
116,46,92,116
116,45,92,116
116,45,92,116
116,45,92,116
115,44,92,116
114,44,92,116
113,44,92,116
113,43,92,116
112,42,92,116
111,42,92,116
111,42,92,116
110,42,92,116
109,42,92,116
108,43,92,116
107,44,92,116
107,44,92,116
107,44,92,116
106,45,92,116
106,46,92,116
105,47,92,116
105,47,92,116
103,46,92,116
102,46,92,116
101,46,92,116
100,46,92,116
98,46,92,116
98,47,92,116
97,47,92,116
97,48,92,116
98,48,92,116
97,48,92,116
96,48,92,116
96,48,92,116
95,48,92,116
94,47,92,116
93,47,92,116
93,46,92,116
93,46,92,116
93,46,92,116
93,46,92,116
95,46,92,116
96,45,92,116
97,45,92,116
97,45,92,116
97,45,92,116
97,45,92,116
97,44,92,116
97,42,92,116
98,41,92,116
98,41,92,116
99,42,92,116
103,41,92,116
107,40,92,116
109,39,92,116
112,38,92,116
114,37,92,116
115,35,92,116
116,33,92,116
117,33,92,116
119,33,92,116
120,35,92,116
121,36,92,116
122,37,92,116
122,38,92,116
122,39,92,116
122,39,92,116
123,41,92,116
123,40,92,116
123,40,92,116
122,40,92,116
122,40,92,116
123,38,92,116
123,38,92,116
123,39,92,116
122,38,92,116
122,39,92,116
120,39,92,116
117,41,92,116
118,39,92,116
117,40,92,116
117,41,92,116
117,41,92,116
117,41,92,116
117,40,92,116
117,39,92,116
117,39,92,116
116,39,92,116
116,39,92,116
115,39,92,116
116,39,92,116
116,38,92,116
116,38,92,116
116,37,92,116
117,37,92,116
118,37,92,116
119,37,92,116
120,37,92,116
121,37,92,116
121,38,92,116
121,38,92,116
121,38,92,116
121,38,92,116
121,38,92,116
121,38,92,116
121,38,92,116
120,38,92,116
120,38,92,116
119,38,92,116
118,37,92,116
117,37,92,116
118,37,92,116
118,38,92,116
118,38,92,116
117,38,92,116
117,38,92,116
118,37,92,116
118,38,92,116
119,37,92,116
119,36,92,116
119,36,92,116
120,37,92,116
121,37,92,116
122,36,92,116
123,37,92,116
125,36,92,116
125,37,92,116
126,36,92,116
127,35,92,116
127,36,92,116
127,36,92,116
127,36,92,116
128,36,92,116
128,35,92,116
129,35,92,116
130,35,92,116
130,35,92,116
130,34,92,116
130,35,92,116
130,35,92,116
130,35,92,116
129,35,92,116
129,35,92,116
128,36,92,116
128,35,92,116
129,35,92,116
128,35,92,116
129,35,92,116
129,35,92,116
129,35,92,116
129,35,92,116
129,35,92,116
129,35,92,116
129,35,92,116
129,35,92,116
129,35,92,116
129,35,92,116
129,36,92,116
129,35,92,116
129,36,92,116
130,36,92,116
129,36,92,116
129,36,92,116
129,35,92,116
128,36,92,116
128,37,92,116
128,39,92,116
126,39,92,116
126,37,92,116
125,39,92,116
125,39,92,116
124,37,92,116
123,40,92,116
119,40,92,116
120,40,92,116
121,38,92,116
121,39,92,116
121,39,92,116
120,38,92,116
121,39,92,116
121,39,92,116
122,39,92,116
121,39,92,116
121,39,92,116
121,39,92,116
121,39,92,116
121,38,92,116
121,38,92,116
121,38,92,116
121,38,92,116
121,38,92,116
121,38,92,116
121,38,92,116
121,38,92,116
120,38,92,116
120,38,92,116
120,38,92,116
119,38,92,116
118,38,92,116
119,38,92,116
119,38,92,116
120,37,92,116
121,36,92,116
123,36,92,116
124,37,92,116
126,37,92,116
127,37,92,116
128,37,92,116
129,38,92,116
129,38,92,116
129,37,92,116
130,37,92,116
130,37,92,116
130,37,92,116
130,37,92,116
130,37,92,116
130,37,92,116
130,37,92,116
129,37,92,116
129,37,92,116
129,36,92,116
129,36,92,116
129,36,92,116
128,36,92,116
128,36,92,116
128,35,92,116
127,35,92,116
127,35,92,116
127,35,92,116
126,34,92,116
125,34,92,116
125,34,92,116
124,33,92,116
123,33,92,116
124,33,92,116
123,33,92,116
122,33,92,116
121,33,92,116
119,33,92,116
118,34,92,116
117,35,92,116
116,35,92,116
116,35,92,116
114,36,92,116
113,36,92,116
112,36,92,116
112,36,92,116
111,34,92,116
110,36,92,116
109,36,92,116
108,35,92,116
109,37,92,116
108,36,92,116
107,37,92,116
107,37,92,116
108,36,92,116
108,36,92,116
108,37,92,116
108,36,92,116
109,36,92,116
110,36,92,116
111,36,92,116
112,36,92,116
113,35,92,116
115,35,92,116
116,35,92,116
119,34,92,116
121,35,92,116
124,34,92,116
126,34,92,116
128,34,92,116
130,34,92,116
133,35,92,116
133,34,92,116
134,35,92,116
133,36,92,116
133,38,92,116
134,38,92,116
134,39,92,116
134,38,92,116
133,37,92,116
135,38,92,116
134,39,92,116
134,39,92,116
135,39,92,116
134,39,92,116
133,39,92,116
132,39,92,116
130,40,92,116
127,42,92,116
126,41,92,116
124,42,92,116
122,42,92,116
122,41,92,116
122,41,92,116
122,40,92,116
123,40,92,116
123,40,92,116
123,40,92,116
123,40,92,116
122,40,92,116
121,41,92,116
120,41,92,116
119,40,92,116
117,40,92,116
116,40,92,116
115,40,92,116
114,39,92,116
111,39,92,116
109,39,92,116
106,39,92,116
106,39,92,116
104,38,92,116
103,39,92,116
101,39,92,116
100,39,92,116
98,39,92,116
97,38,92,116
96,39,92,116
96,39,92,116
95,38,92,116
96,39,92,116
96,39,92,116
96,39,92,116
96,39,92,116
93,37,92,116
92,37,92,116
92,37,92,116
90,36,92,116
89,36,92,116
88,36,92,116
86,35,92,116
85,35,92,116
86,35,92,116
87,35,92,116
86,35,92,116
85,34,92,116
85,34,92,116
86,34,92,116
86,34,92,116
87,34,92,116
88,34,92,116
89,33,92,116
90,33,92,116
91,34,92,116
92,34,92,116
92,33,92,116
91,33,92,116
91,33,92,116
91,33,92,116
92,33,92,116
92,32,92,116
94,32,92,116
97,32,92,116
99,32,92,116
103,31,92,116
106,31,92,116
108,31,92,116
112,29,92,116
131,29,92,116
131,28,92,116
131,28,92,116
131,27,92,116
131,26,92,116
133,27,92,116
133,24,92,116
135,24,92,116
137,22,92,116
142,22,92,116
148,23,92,116
153,23,92,116
156,24,92,116
156,24,92,116
155,24,92,116
153,24,92,116
149,23,92,116
144,23,92,116
138,23,92,116
134,25,92,116
134,31,92,116
133,35,92,116
129,37,92,116
131,37,92,116
131,34,92,116
130,34,92,116
129,34,92,116
128,36,92,116
128,35,92,116
127,37,92,116
127,36,92,116
128,35,92,116
128,35,92,116
128,35,92,116
128,35,92,116
128,35,92,116
128,35,92,116
128,35,92,116
128,35,92,116
128,35,92,116
128,35,92,116
128,35,92,116
128,35,92,116
128,35,92,116
128,35,92,116
128,35,92,116
128,35,92,116
128,35,92,116
128,35,92,116
128,35,92,116
128,35,92,116
128,35,92,116
128,35,92,116
128,35,92,116
128,35,92,116
128,35,92,116
128,35,92,116
128,35,92,116
128,35,92,116
