120,58,51,50
121,58,51,50
120,59,51,50
120,60,51,50
120,61,51,50
119,62,51,50
119,63,51,50
118,64,51,50
118,64,51,50
118,65,51,50
118,65,51,50
117,66,51,50
117,66,51,50
117,66,51,50
117,66,51,50
117,67,51,50
116,67,51,50
116,68,51,50
116,68,51,50
116,68,51,50
115,68,51,50
115,68,51,50
115,69,51,50
114,69,51,50
114,69,51,50
114,69,51,50
114,69,51,50
113,69,51,50
113,69,51,50
112,69,51,50
111,68,51,50
108,68,51,50
105,66,51,50
103,66,51,50
100,66,51,50
98,64,51,50
97,64,51,50
96,63,51,50
96,63,51,50
96,63,51,50
97,62,51,50
98,61,51,50
98,61,51,50
99,60,51,50
100,58,51,50
102,57,51,50
103,56,51,50
104,56,51,50
105,57,51,50
105,58,51,50
105,60,51,50
107,61,51,50
108,63,51,50
108,65,51,50
108,68,51,50
109,70,51,50
109,72,51,50
109,75,51,50
109,77,51,50
108,78,51,50
109,80,51,50
109,82,51,50
109,84,51,50
109,85,51,50
110,86,51,50
112,87,51,50
114,87,51,50
115,87,51,50
116,88,51,50
118,89,51,50
120,89,51,50
121,88,51,50
123,87,51,50
124,86,51,50
123,85,51,50
123,83,51,50
121,80,51,50
122,77,51,50
122,74,51,50
121,72,51,50
121,71,51,50
121,69,51,50
121,68,51,50
121,68,51,50
121,68,51,50
120,67,51,50
120,66,51,50
120,66,51,50
119,65,51,50
118,63,51,50
117,62,51,50
115,60,51,50
112,58,51,50
110,57,51,50
107,56,51,50
105,56,51,50
103,56,51,50
102,55,51,50
100,54,51,50
98,55,51,50
98,55,51,50
98,55,51,50
97,55,51,50
97,55,51,50
97,54,51,50
97,54,51,50
97,54,51,50
97,55,51,50
99,54,51,50
100,54,51,50
101,55,51,50
102,55,51,50
103,55,51,50
104,56,51,50
106,57,51,50
107,58,51,50
109,60,51,50
109,61,51,50
110,62,51,50
110,63,51,50
110,64,51,50
111,64,51,50
111,65,51,50
112,66,51,50
113,66,51,50
113,68,51,50
113,68,51,50
112,67,51,50
112,66,51,50
113,66,51,50
112,66,51,50
112,65,51,50
112,65,51,50
112,66,51,50
112,66,51,50
112,66,51,50
112,66,51,50
111,66,51,50
110,66,51,50
109,65,51,50
108,65,51,50
107,65,51,50
103,64,51,50
100,64,51,50
99,64,51,50
98,64,51,50
98,64,51,50
99,64,51,50
99,64,51,50
99,64,51,50
100,64,51,50
100,65,51,50
100,65,51,50
101,66,51,50
102,66,51,50
102,66,51,50
103,67,51,50
103,67,51,50
103,66,51,50
103,67,51,50
104,66,51,50
104,66,51,50
104,66,51,50
104,65,51,50
104,65,51,50
104,66,51,50
105,65,51,50
104,65,51,50
104,65,51,50
104,65,51,50
103,65,51,50
103,65,51,50
103,64,51,50
101,64,51,50
102,63,51,50
101,63,51,50
100,62,51,50
100,62,51,50
100,62,51,50
99,62,51,50
99,62,51,50
99,63,51,50
99,63,51,50
99,64,51,50
99,64,51,50
99,65,51,50
99,65,51,50
99,65,51,50
99,65,51,50
99,65,51,50
99,65,51,50
100,66,51,50
100,66,51,50
101,66,51,50
101,67,51,50
102,67,51,50
102,67,51,50
102,68,51,50
102,68,51,50
103,69,51,50
103,69,51,50
104,70,51,50
103,71,51,50
104,71,51,50
105,72,51,50
105,72,51,50
105,73,51,50
104,73,51,50
104,73,51,50
104,74,51,50
104,74,51,50
103,74,51,50
103,74,51,50
103,74,51,50
102,74,51,50
102,74,51,50
102,73,51,50
102,73,51,50
102,73,51,50
101,73,51,50
101,73,51,50
100,73,51,50
99,73,51,50
99,72,51,50
98,72,51,50
97,72,51,50
97,71,51,50
97,71,51,50
96,71,51,50
96,71,51,50
95,71,51,50
95,71,51,50
96,71,51,50
96,71,51,50
97,72,51,50
97,72,51,50
97,72,51,50
97,72,51,50
96,72,51,50
97,72,51,50
97,72,51,50
96,72,51,50
97,72,51,50
97,71,51,50
97,71,51,50
98,72,51,50
97,71,51,50
98,72,51,50
97,72,51,50
98,71,51,50
97,71,51,50
96,69,51,50
96,68,51,50
96,66,51,50
95,64,51,50
94,62,51,50
94,61,51,50
94,59,51,50
94,57,51,50
93,56,51,50
93,53,51,50
92,52,51,50
92,50,51,50
91,49,51,50
91,47,51,50
92,45,51,50
92,43,51,50
92,41,51,50
92,40,51,50
92,39,51,50
92,39,51,50
93,39,51,50
93,40,51,50
94,41,51,50
95,43,51,50
96,45,51,50
98,46,51,50
99,48,51,50
100,49,51,50
103,49,51,50
104,50,51,50
106,51,51,50
107,51,51,50
108,51,51,50
109,52,51,50
110,52,51,50
110,52,51,50
110,53,51,50
111,54,51,50
113,54,51,50
113,55,51,50
114,57,51,50
115,58,51,50
116,59,51,50
117,61,51,50
117,62,51,50
116,64,51,50
117,65,51,50
117,67,51,50
116,69,51,50
117,71,51,50
116,73,51,50
115,73,51,50
116,74,51,50
114,75,51,50
112,75,51,50
111,76,51,50
112,76,51,50
110,76,51,50
111,75,51,50
110,75,51,50
109,76,51,50
109,75,51,50
108,75,51,50
107,73,51,50
105,73,51,50
105,72,51,50
103,71,51,50
100,72,51,50
99,71,51,50
97,70,51,50
97,69,51,50
95,69,51,50
92,69,51,50
91,68,51,50
